b0001	UM146_RS23610
b3940	UM146_RS20690
b3941	UM146_RS20720
b3942	UM146_RS20725
b3943	UM146_RS20730
b3944	UM146_RS20735
b3945	UM146_RS20745
b3946	UM146_RS20750
b3947	UM146_RS20755
b3949	UM146_RS20760
b3950	UM146_RS20765
b3951	UM146_RS20770
b3952	UM146_RS20775
b3953	UM146_RS20780
b3954	UM146_RS20785
b3955	UM146_RS20790
b3956	UM146_RS20795
b3957	UM146_RS20800
b3958	UM146_RS20805
b3959	UM146_RS20810
b3960	UM146_RS20815
b3961	UM146_RS20830
b3962	UM146_RS20835
b3963	UM146_RS20850
b3964	UM146_RS20855
b3965	UM146_RS20860
b3966	UM146_RS20865
b3967	UM146_RS20870
b3972	UM146_RS17250
b3973	UM146_RS17245
b3974	UM146_RS17240
b3980	UM146_RS17405
b3981	UM146_RS17400
b3982	UM146_RS17395
b3983	UM146_RS17390
b3984	UM146_RS17385
b3985	UM146_RS17380
b3986	UM146_RS17375
b3987	UM146_RS17370
b3988	UM146_RS17365
b3990	UM146_RS17360
b3991	UM146_RS17355
b4407	UM146_RS17350
b3992	UM146_RS17345
b3993	UM146_RS17340
b3994	UM146_RS17335
b3995	UM146_RS17330
b3996	UM146_RS17325
b3997	UM146_RS17320
b3998	UM146_RS17315
b3999	UM146_RS17310
b4000	UM146_RS17305
b4001	UM146_RS17300
b4002	UM146_RS17295
b4003	UM146_RS17290
b4005	UM146_RS17280
b4006	UM146_RS17275
b4011	UM146_RS20895
b4012	UM146_RS20900
b4013	UM146_RS20905
b4014	UM146_RS20910
b4015	UM146_RS20915
b4016	UM146_RS20920
b4018	UM146_RS20925
b4019	UM146_RS20930
b4020	UM146_RS20940
b4021	UM146_RS20945
b4022	UM146_RS20990
b4023	UM146_RS20995
b4024	UM146_RS21000
b4025	UM146_RS21005
b4026	UM146_RS21010
b4027	UM146_RS21015
b4028	UM146_RS21020
b4029	UM146_RS21025
b4620	UM146_RS21030
b4030	UM146_RS21040
b4032	UM146_RS21045
b4033	UM146_RS21050
b4034	UM146_RS21055
b4035	UM146_RS21065
b4036	UM146_RS21070
b4037	UM146_RS21075
b4039	UM146_RS21080
b4040	UM146_RS21085
b4041	UM146_RS21090
b4042	UM146_RS21095
b4043	UM146_RS21100
b4044	UM146_RS21105
b4045	UM146_RS21110
b4046	UM146_RS21115
b4049	UM146_RS21120
b4050	UM146_RS21125
b4051	UM146_RS21130
b4052	UM146_RS21160
b4053	UM146_RS21165
b4054	UM146_RS21180
b4055	UM146_RS21230
b4056	UM146_RS21235
b4057	UM146_RS21240
b4058	UM146_RS21245
b4059	UM146_RS21250
b4060	UM146_RS21255
b4061	UM146_RS21260
b4062	UM146_RS21265
b4063	UM146_RS21270
b4064	UM146_RS21275
b4065	UM146_RS21280
b4067	UM146_RS21300
b4068	UM146_RS21305
b4069	UM146_RS21310
b4070	UM146_RS21315
b4071	UM146_RS21320
b4072	UM146_RS21325
b4073	UM146_RS21330
b4074	UM146_RS21335
b4075	UM146_RS21340
b4076	UM146_RS21345
b4077	UM146_RS21350
b4078	UM146_RS21355
b4079	UM146_RS21385
b4080	UM146_RS21395
b4081	UM146_RS21400
b4082	UM146_RS21405
b4622	UM146_RS21410
b4083	UM146_RS21415
b4084	UM146_RS21420
b4085	UM146_RS21425
b4086	UM146_RS21430
b4087	UM146_RS21440
b4088	UM146_RS21445
b4089	UM146_RS21450
b4090	UM146_RS21455
b4487	UM146_RS21460
b4092	UM146_RS21465
b4093	UM146_RS21470
b4094	UM146_RS21475
b4095	UM146_RS21480
b4096	UM146_RS21485
b4097	UM146_RS21490
b4098	UM146_RS21495
b4099	UM146_RS21500
b4100	UM146_RS21505
b4101	UM146_RS21510
b4102	UM146_RS21515
b4105	UM146_RS21525
b4106	UM146_RS21530
b4107	UM146_RS21535
b4108	UM146_RS21540
b4109	UM146_RS21545
b4110	UM146_RS21550
b4111	UM146_RS21555
b4703	UM146_RS21560
b4112	UM146_RS21565
b4113	UM146_RS21570
b4114	UM146_RS21575
b4115	UM146_RS21580
b4116	UM146_RS21585
b4117	UM146_RS21590
b4118	UM146_RS21595
b4119	UM146_RS21605
b4121	UM146_RS21610
b4122	UM146_RS21615
b4123	UM146_RS21620
b4124	UM146_RS21630
b4125	UM146_RS21635
b4126	UM146_RS21640
b4127	UM146_RS21645
b4128	UM146_RS21650
b4559	UM146_RS21655
b4129	UM146_RS21660
b4130	UM146_RS21665
b4131	UM146_RS21670
b4132	UM146_RS21675
b4133	UM146_RS21680
b4135	UM146_RS21695
b4136	UM146_RS21700
b4137	UM146_RS21705
b4138	UM146_RS21710
b4139	UM146_RS21715
b4140	UM146_RS21720
b4141	UM146_RS21725
b4142	UM146_RS21730
b4143	UM146_RS21735
b4144	UM146_RS21740
b4145	UM146_RS21745
b4146	UM146_RS21750
b4147	UM146_RS21755
b4410	UM146_RS21760
b4411	UM146_RS21765
b4148	UM146_RS21770
b4149	UM146_RS21775
b4150	UM146_RS21780
b4151	UM146_RS21785
b4152	UM146_RS21790
b4153	UM146_RS21795
b4154	UM146_RS21800
b4155	UM146_RS21805
b4156	UM146_RS21810
b4157	UM146_RS21815
b4158	UM146_RS21820
b4159	UM146_RS21825
b4160	UM146_RS21830
b4161	UM146_RS21835
b4162	UM146_RS21840
b4670	UM146_RS28825
b4166	UM146_RS21860
b4167	UM146_RS21865
b4168	UM146_RS21870
b4169	UM146_RS21875
b4170	UM146_RS21880
b4171	UM146_RS21885
b4172	UM146_RS21890
b4173	UM146_RS21895
b4174	UM146_RS21900
b4175	UM146_RS21905
b4176	UM146_RS21910
b4178	UM146_RS21920
b4179	UM146_RS21925
b4180	UM146_RS21930
b4181	UM146_RS21935
b4182	UM146_RS21940
b4183	UM146_RS21945
b4184	UM146_RS21950
b4185	UM146_RS21955
b4186	UM146_RS21960
b4187	UM146_RS21965
b4188	UM146_RS21970
b4189	UM146_RS21975
b4190	UM146_RS21980
b4191	UM146_RS21985
b4192	UM146_RS21990
b4193	UM146_RS21995
b4194	UM146_RS22000
b4195	UM146_RS22005
b4196	UM146_RS22010
b4197	UM146_RS22015
b4198	UM146_RS22020
b4199	UM146_RS22025
b4200	UM146_RS22035
b4201	UM146_RS22040
b4202	UM146_RS22045
b4203	UM146_RS22050
b4206	UM146_RS22105
b4207	UM146_RS22110
b4208	UM146_RS22115
b4209	UM146_RS22120
b4210	UM146_RS22125
b4211	UM146_RS22130
b4212	UM146_RS22135
b4213	UM146_RS22140
b4214	UM146_RS22145
b4216	UM146_RS22150
b4217	UM146_RS22155
b4218	UM146_RS22160
b4219	UM146_RS22165
b4220	UM146_RS22175
b4221	UM146_RS22180
b4222	UM146_RS22185
b4226	UM146_RS22190
b4227	UM146_RS22195
b4485	UM146_RS22200
b4230	UM146_RS22205
b4231	UM146_RS22210
b4232	UM146_RS22215
b4233	UM146_RS22220
b4234	UM146_RS22225
b4235	UM146_RS22230
b4237	UM146_RS22240
b4238	UM146_RS22245
b4239	UM146_RS22255
b4240	UM146_RS22260
b4241	UM146_RS22265
b4702	UM146_RS28835
b4242	UM146_RS22270
b4243	UM146_RS22275
b4244	UM146_RS22280
b4245	UM146_RS22285
b4246	UM146_RS22290
b4252	UM146_RS22320
b4254	UM146_RS22325
b4255	UM146_RS22330
b4256	UM146_RS22335
b4258	UM146_RS22345
b4259	UM146_RS22350
b4260	UM146_RS22355
b4261	UM146_RS22360
b4262	UM146_RS22365
b4263	UM146_RS22370
b4264	UM146_RS22375
b4265	UM146_RS22380
b4266	UM146_RS22385
b4267	UM146_RS22390
b4268	UM146_RS22395
b4269	UM146_RS22400
b4278	UM146_RS26470
b4309	UM146_RS23020
b4310	UM146_RS23025
b4311	UM146_RS23030
b4312	UM146_RS23045
b4313	UM146_RS23050
b4314	UM146_RS23060
b4315	UM146_RS23065
b4316	UM146_RS23070
b4317	UM146_RS23075
b4318	UM146_RS23080
b4319	UM146_RS23085
b4320	UM146_RS23090
b4322	UM146_RS23100
b4323	UM146_RS23105
b4324	UM146_RS23115
b4326	UM146_RS23125
b4327	UM146_RS23205
b4328	UM146_RS23210
b4329	UM146_RS23215
b4330	UM146_RS23220
b4331	UM146_RS28285
b4332	UM146_RS23235
b4333	UM146_RS23240
b4715	UM146_RS23245
b4334	UM146_RS23250
b4335	UM146_RS23255
b4336	UM146_RS23260
b4347	UM146_RS23275
b4349	UM146_RS23285
b4350	UM146_RS23290
b4351	UM146_RS23295
b4352	UM146_RS23300
b4353	UM146_RS23305
b4354	UM146_RS23310
b4355	UM146_RS23320
b4357	UM146_RS23345
b4358	UM146_RS23350
b4359	UM146_RS23355
b4360	UM146_RS23360
b4361	UM146_RS23365
b4362	UM146_RS23370
b4363	UM146_RS23375
b4364	UM146_RS23380
b4365	UM146_RS23385
b4366	UM146_RS23390
b4367	UM146_RS23395
b4567	UM146_RS23400
b4371	UM146_RS23425
b4372	UM146_RS23430
b4373	UM146_RS23435
b4374	UM146_RS23440
b4375	UM146_RS23445
b4376	UM146_RS23450
b4568	UM146_RS23455
b4377	UM146_RS23460
b4378	UM146_RS23465
b4379	UM146_RS23470
b4380	UM146_RS23475
b4381	UM146_RS23485
b4382	UM146_RS23490
b4383	UM146_RS23495
b4384	UM146_RS23500
b4385	UM146_RS23505
b4386	UM146_RS28860
b4387	UM146_RS28865
b4388	UM146_RS23520
b4389	UM146_RS23525
b4390	UM146_RS23530
b4391	UM146_RS23545
b4392	UM146_RS23550
b4393	UM146_RS23555
b4394	UM146_RS23560
b4395	UM146_RS23565
b4396	UM146_RS23570
b4397	UM146_RS23575
b4398	UM146_RS23580
b4399	UM146_RS23585
b4400	UM146_RS23590
b4401	UM146_RS23595
b4402	UM146_RS23600
b4403	UM146_RS23605
