#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
lcl|NC_000913.3_prot_NP_417708.1_3177	lcl|NC_017632.1_prot_WP_000854033.1_37	310	310	100	100	310	99.677	633
lcl|NC_000913.3_prot_NP_417709.2_3178	lcl|NC_017632.1_prot_WP_000051841.1_36	67	67	100	100	67	100.000	130
lcl|NC_000913.3_prot_NP_417710.1_3179	lcl|NC_017632.1_prot_WP_000440317.1_35	309	309	100	100	309	100.000	638
lcl|NC_000913.3_prot_NP_417711.1_3180	lcl|NC_017632.1_prot_WP_000055909.1_34	481	481	100	100	481	100.000	974
lcl|NC_000913.3_prot_YP_026208.1_3181	lcl|NC_017632.1_prot_WP_001253540.1_33	1266	1266	100	100	1266	99.131	2549
lcl|NC_000913.3_prot_NP_417713.2_3182	lcl|NC_017632.1_prot_WP_000123197.1_32	489	489	100	100	489	100.000	1004
lcl|NC_000913.3_prot_NP_417714.1_3183	lcl|NC_017632.1_prot_WP_000203095.1_31	197	197	100	100	197	97.970	394
lcl|NC_000913.3_prot_NP_417715.1_3184	lcl|NC_017632.1_prot_WP_000179409.1_30	162	162	100	100	162	100.000	310
lcl|NC_000913.3_prot_NP_417716.1_3185	lcl|NC_017632.1_prot_WP_000802518.1_29	367	367	100	100	367	99.455	733
lcl|NC_000913.3_prot_NP_417717.2_3186	lcl|NC_017632.1_prot_WP_000913396.1_28	347	347	100	100	347	100.000	696
lcl|NC_000913.3_prot_NP_417718.1_3187	lcl|NC_017632.1_prot_WP_001241447.1_27	646	646	100	100	646	98.297	1314
lcl|NC_000913.3_prot_NP_417719.1_3188	lcl|NC_017632.1_prot_WP_001148493.1_26	324	324	100	100	324	98.457	654
lcl|NC_000913.3_prot_NP_417721.1_3189	lcl|NC_017632.1_prot_WP_000354622.1_25	156	156	100	100	156	100.000	311
lcl|NC_000913.3_prot_NP_417722.1_3190	lcl|NC_017632.1_prot_WP_000884645.1_24	449	449	100	100	449	99.777	922
lcl|NC_000913.3_prot_NP_417723.1_3191	lcl|NC_017632.1_prot_WP_000381170.1_15	80	80	100	100	80	98.750	161
lcl|NC_000913.3_prot_NP_417724.4_3192	lcl|NC_017632.1_prot_WP_001175716.1_14	483	483	100	100	483	99.586	947
lcl|NC_000913.3_prot_NP_417725.1_3193	lcl|NC_017632.1_prot_WP_001145827.1_13	293	293	100	100	293	100.000	596
lcl|NC_000913.3_prot_NP_417726.1_3194	lcl|NC_017632.1_prot_WP_001219652.1_12	321	321	100	100	321	100.000	668
lcl|NC_000913.3_prot_NP_417727.1_3195	lcl|NC_017632.1_prot_WP_000462905.1_11	98	98	100	100	98	100.000	199
lcl|NC_000913.3_prot_NP_417728.4_3196	lcl|NC_017632.1_prot_WP_001258951.1_10	294	294	100	100	294	97.959	604
lcl|NC_000913.3_prot_NP_417729.1_3197	lcl|NC_017632.1_prot_WP_001295275.1_9	59	59	100	100	59	100.000	121
lcl|NC_000913.3_prot_NP_417730.1_3198	lcl|NC_017632.1_prot_WP_001129506.1_8	220	220	100	100	220	98.636	453
lcl|NC_000913.3_prot_NP_417731.1_3199	lcl|NC_017632.1_prot_WP_000160349.1_7	385	385	100	100	385	99.481	781
lcl|NC_000913.3_prot_NP_417732.1_3200	lcl|NC_017632.1_prot_WP_001273256.1_6	1034	1034	100	100	1034	99.516	2090
lcl|NC_000913.3_prot_NP_417733.1_3201	lcl|NC_017632.1_prot_WP_000825647.1_5	73	73	100	100	73	98.630	147
lcl|NC_000913.3_prot_YP_026209.1_3202	lcl|NC_017632.1_prot_WP_001350717.1_3	393	393	100	100	393	97.710	764
lcl|NC_000913.3_prot_NP_417736.2_3203	lcl|NC_017632.1_prot_WP_001351032.1_2	367	367	100	100	367	97.275	721
lcl|NC_000913.3_prot_NP_417737.1_3204	lcl|NC_017632.1_prot_WP_000078319.1_1	252	252	100	100	252	97.619	512
lcl|NC_000913.3_prot_NP_417738.4_3205	lcl|NC_017632.1_prot_WP_001286216.1_3200	184	184	100	100	184	100.000	372
lcl|NC_000913.3_prot_NP_417739.1_3206	lcl|NC_017632.1_prot_WP_001070567.1_3201	85	85	100	100	85	98.824	177
lcl|NC_000913.3_prot_NP_417740.1_3207	lcl|NC_017632.1_prot_WP_000451230.1_3202	272	272	100	100	272	97.794	546
lcl|NC_000913.3_prot_NP_417741.1_3208	lcl|NC_017632.1_prot_WP_001297709.1_3203	190	190	100	100	190	98.947	384
lcl|NC_000913.3_prot_YP_026210.1_3209	lcl|NC_017632.1_prot_WP_001312137.1_3204	180	180	100	100	180	98.889	369
lcl|NC_000913.3_prot_NP_417743.1_3210	lcl|NC_017632.1_prot_WP_000460672.1_3205	157	157	100	100	157	97.452	310
lcl|NC_000913.3_prot_YP_026211.1_3211	lcl|NC_017632.1_prot_WP_000228508.1_3206	374	374	100	100	374	98.930	749
lcl|NC_000913.3_prot_NP_417745.1_3212	lcl|NC_017632.1_prot_WP_000114984.1_3207	169	169	100	100	169	100.000	337
lcl|NC_000913.3_prot_NP_417746.1_3213	lcl|NC_017632.1_prot_WP_000004421.1_3208	315	315	99	99	314	97.771	630
lcl|NC_000913.3_prot_NP_417747.1_3214	lcl|NC_017632.1_prot_WP_000744766.1_3209	429	429	100	100	429	97.669	873
lcl|NC_000913.3_prot_NP_417748.1_3215	lcl|NC_017632.1_prot_WP_000691382.1_3210	458	458	100	100	458	100.000	925
lcl|NC_000913.3_prot_NP_417749.1_3216	lcl|NC_017632.1_prot_WP_000022450.1_3211	136	137	100	100	137	98.540	263
lcl|NC_000913.3_prot_YP_588467.1_3217	lcl|NC_017632.1_prot_WP_000092695.1_3212	72	72	100	100	72	98.611	149
lcl|NC_000913.3_prot_NP_417751.1_3218	lcl|NC_017632.1_prot_WP_000285610.1_3213	141	141	100	100	141	99.291	286
lcl|NC_000913.3_prot_NP_417752.1_3219	lcl|NC_017632.1_prot_WP_000266504.1_3214	122	122	100	100	122	97.541	240
lcl|NC_000913.3_prot_NP_417753.1_3220	lcl|NC_017632.1_prot_WP_001216368.1_3215	127	127	100	100	127	100.000	258
lcl|NC_000913.3_prot_NP_417754.1_3221	lcl|NC_017632.1_prot_WP_001162094.1_3216	329	329	100	100	329	100.000	663
lcl|NC_000913.3_prot_NP_417755.1_3222	lcl|NC_017632.1_prot_WP_000135224.1_3217	206	206	100	100	206	100.000	420
lcl|NC_000913.3_prot_NP_417756.1_3223	lcl|NC_017632.1_prot_WP_001029684.1_3218	129	129	100	100	129	100.000	263
lcl|NC_000913.3_prot_NP_417757.1_3224	lcl|NC_017632.1_prot_WP_000090775.1_3219	118	118	100	100	118	100.000	236
lcl|NC_000913.3_prot_NP_417758.1_3225	lcl|NC_017632.1_prot_WP_000868187.1_3220	38	38	100	100	38	100.000	76.3
lcl|NC_000913.3_prot_NP_417759.1_3226	lcl|NC_017632.1_prot_WP_001118861.1_3221	443	443	100	100	443	100.000	887
lcl|NC_000913.3_prot_NP_417760.1_3227	lcl|NC_017632.1_prot_WP_001238917.1_3222	144	144	100	100	144	99.306	276
lcl|NC_000913.3_prot_NP_417761.1_3228	lcl|NC_017632.1_prot_WP_001140433.1_3223	59	59	100	100	59	100.000	119
lcl|NC_000913.3_prot_NP_417762.1_3229	lcl|NC_017632.1_prot_WP_000940121.1_3224	167	167	100	100	167	100.000	333
lcl|NC_000913.3_prot_NP_417763.1_3230	lcl|NC_017632.1_prot_WP_000358960.1_3225	117	117	100	100	117	100.000	233
lcl|NC_000913.3_prot_NP_417764.1_3231	lcl|NC_017632.1_prot_WP_000091945.1_3226	177	177	100	100	177	100.000	358
lcl|NC_000913.3_prot_NP_417765.1_3232	lcl|NC_017632.1_prot_WP_000062611.1_3227	130	130	100	100	130	100.000	263
lcl|NC_000913.3_prot_NP_417766.1_3233	lcl|NC_017632.1_prot_WP_001118930.1_3228	101	101	100	100	101	100.000	206
lcl|NC_000913.3_prot_NP_417767.1_3234	lcl|NC_017632.1_prot_WP_001096200.1_3229	179	179	100	100	179	100.000	367
lcl|NC_000913.3_prot_NP_417768.1_3235	lcl|NC_017632.1_prot_WP_000729186.1_3230	104	104	100	100	104	99.038	202
lcl|NC_000913.3_prot_NP_417769.1_3236	lcl|NC_017632.1_prot_WP_000613955.1_3231	123	123	100	100	123	100.000	247
lcl|NC_000913.3_prot_NP_417770.1_3237	lcl|NC_017632.1_prot_WP_000130100.1_3232	84	84	100	100	84	100.000	171
lcl|NC_000913.3_prot_NP_417771.1_3238	lcl|NC_017632.1_prot_WP_000644741.1_3233	63	63	100	100	63	100.000	122
lcl|NC_000913.3_prot_NP_417772.1_3239	lcl|NC_017632.1_prot_WP_000941212.1_3234	136	136	100	100	136	100.000	274
lcl|NC_000913.3_prot_NP_417773.1_3240	lcl|NC_017632.1_prot_WP_000529945.1_3235	233	233	100	100	233	100.000	471
lcl|NC_000913.3_prot_NP_417774.1_3241	lcl|NC_017632.1_prot_WP_000447532.1_3236	110	110	100	100	110	99.091	217
lcl|NC_000913.3_prot_NP_417775.1_3242	lcl|NC_017632.1_prot_WP_001138117.1_3237	92	92	100	100	92	100.000	189
lcl|NC_000913.3_prot_NP_417776.1_3243	lcl|NC_017632.1_prot_WP_000301867.1_3238	273	273	100	100	273	99.634	552
lcl|NC_000913.3_prot_NP_417777.1_3244	lcl|NC_017632.1_prot_WP_000617544.1_3239	100	100	100	100	100	100.000	198
lcl|NC_000913.3_prot_NP_417778.1_3245	lcl|NC_017632.1_prot_WP_000424395.1_3240	201	201	100	100	201	100.000	407
lcl|NC_000913.3_prot_NP_417779.1_3246	lcl|NC_017632.1_prot_WP_000579832.1_3241	209	209	100	100	209	99.522	418
lcl|NC_000913.3_prot_NP_417780.1_3247	lcl|NC_017632.1_prot_WP_001181004.1_3242	103	103	100	100	103	100.000	207
lcl|NC_000913.3_prot_NP_417781.1_3248	lcl|NC_017632.1_prot_WP_000461443.1_3243	139	139	100	100	139	97.122	280
lcl|NC_000913.3_prot_NP_417782.1_3249	lcl|NC_017632.1_prot_WP_000107586.1_3244	489	489	100	100	489	97.137	964
lcl|NC_000913.3_prot_NP_417783.1_3250	lcl|NC_017632.1_prot_WP_001142674.1_3245	271	271	100	100	271	96.310	494
lcl|NC_000913.3_prot_NP_417784.4_3251	lcl|NC_017632.1_prot_WP_001514015.1_3246	650	650	100	100	650	99.077	1318
lcl|NC_000913.3_prot_NP_417785.1_3252	lcl|NC_017632.1_prot_WP_001219891.1_3247	493	493	100	100	493	99.189	1000
lcl|NC_000913.3_prot_NP_417786.1_3253	lcl|NC_017632.1_prot_WP_001109576.1_3248	398	398	100	100	398	99.246	795
lcl|NC_000913.3_prot_NP_417787.1_3254	lcl|NC_017632.1_prot_WP_001202877.1_3249	145	145	100	100	145	99.310	293
lcl|NC_000913.3_prot_NP_417788.1_3255	lcl|NC_017632.1_prot_WP_001076038.1_3250	169	169	100	100	169	95.858	328
lcl|NC_000913.3_prot_NP_417789.4_3256	lcl|NC_017632.1_prot_WP_001041746.1_3251	125	137	100	100	137	88.321	233
lcl|NC_000913.3_prot_NP_417790.1_3257	lcl|NC_017632.1_prot_WP_000610632.1_3252	195	195	100	100	195	98.974	392
lcl|NC_000913.3_prot_NP_417791.1_3258	lcl|NC_017632.1_prot_WP_001058509.1_3253	327	327	100	100	327	97.248	658
lcl|NC_000913.3_prot_NP_417792.2_3259	lcl|NC_017632.1_prot_WP_001332436.1_3254	387	387	100	100	387	96.382	736
lcl|NC_000913.3_prot_NP_417793.2_3260	lcl|NC_017632.1_prot_WP_001298207.1_3255	153	153	100	100	153	96.078	303
lcl|NC_000913.3_prot_NP_417794.1_3261	lcl|NC_017632.1_prot_WP_000178175.1_3256	225	225	100	100	225	97.333	434
lcl|NC_000913.3_prot_NP_417795.1_3262	lcl|NC_017632.1_prot_WP_000675504.1_3257	158	158	100	100	158	100.000	315
lcl|NC_000913.3_prot_NP_417796.1_3263	lcl|NC_017632.1_prot_WP_000289085.1_3258	64	64	100	100	64	100.000	134
lcl|NC_000913.3_prot_NP_417797.1_3264	lcl|NC_017632.1_prot_WP_000773166.1_3259	897	900	100	100	900	97.444	1806
lcl|NC_000913.3_prot_NP_417798.1_3265	lcl|NC_017632.1_prot_WP_000031783.1_3260	394	394	100	100	394	100.000	797
lcl|NC_000913.3_prot_NP_417799.1_3266	lcl|NC_017632.1_prot_WP_000124700.1_3291	704	704	100	100	704	100.000	1451
lcl|NC_000913.3_prot_NP_417800.1_3267	lcl|NC_017632.1_prot_WP_001138043.1_3292	179	156	87	100	156	100.000	316
lcl|NC_000913.3_prot_NP_417801.1_3268	lcl|NC_017632.1_prot_WP_000246815.1_3293	124	124	100	100	124	100.000	251
lcl|NC_000913.3_prot_NP_417802.1_3269	lcl|NC_017632.1_prot_WP_000903381.1_3294	95	95	100	100	95	96.842	185
lcl|NC_000913.3_prot_NP_417803.1_3270	lcl|NC_017632.1_prot_WP_000820734.1_3295	119	119	100	100	119	99.160	238
lcl|NC_000913.3_prot_NP_417804.1_3271	lcl|NC_017632.1_prot_WP_001209702.1_3296	128	128	100	100	128	96.875	252
lcl|NC_000913.3_prot_NP_417805.4_3272	lcl|NC_017632.1_prot_WP_000091466.1_3297	240	240	100	100	240	100.000	495
lcl|NC_000913.3_prot_NP_417806.1_3273	lcl|NC_017632.1_prot_WP_000838261.1_3298	270	270	100	100	270	99.630	534
lcl|NC_000913.3_prot_NP_417807.1_3274	lcl|NC_017632.1_prot_WP_001153615.1_3299	72	72	100	100	72	100.000	143
lcl|NC_000913.3_prot_NP_417808.1_3275	lcl|NC_017632.1_prot_WP_000861334.1_3300	196	196	100	100	196	100.000	387
lcl|NC_000913.3_prot_YP_588468.1_3276	lcl|NC_017632.1_prot_WP_001007730.1_3301	66	66	100	100	66	100.000	137
lcl|NC_000913.3_prot_NP_417809.1_3277	lcl|NC_017632.1_prot_WP_000399162.1_3302	601	601	100	100	601	99.501	1193
lcl|NC_000913.3_prot_NP_417810.1_3278	lcl|NC_017632.1_prot_WP_000081823.1_3303	184	183	99	99	182	100.000	377
lcl|NC_000913.3_prot_NP_417811.1_3279	lcl|NC_017632.1_prot_WP_000634747.1_3304	637	637	100	100	637	99.529	1296
lcl|NC_000913.3_prot_NP_417812.1_3280	lcl|NC_017632.1_prot_WP_000057415.1_3305	340	340	100	100	340	97.647	702
lcl|NC_000913.3_prot_NP_417813.1_3281	lcl|NC_017632.1_prot_WP_000907086.1_3306	72	72	100	100	72	98.611	148
lcl|NC_000913.3_prot_NP_417814.1_3282	lcl|NC_017632.1_prot_WP_001274684.1_3307	289	289	100	100	289	99.654	597
lcl|NC_000913.3_prot_NP_417815.1_3283	lcl|NC_017632.1_prot_WP_001148908.1_3308	134	134	100	100	134	100.000	276
lcl|NC_000913.3_prot_NP_417816.1_3284	lcl|NC_017632.1_prot_WP_000242755.1_3309	210	210	100	100	210	100.000	436
lcl|NC_000913.3_prot_NP_417817.2_3285	lcl|NC_017632.1_prot_WP_001304921.1_3310	700	696	99	100	696	99.425	1421
lcl|NC_000913.3_prot_NP_417818.1_3286	lcl|NC_017632.1_prot_WP_000963803.1_3311	406	406	100	100	406	99.015	831
lcl|NC_000913.3_prot_NP_417819.1_3287	lcl|NC_017632.1_prot_WP_000601853.1_3312	187	187	100	100	187	97.861	384
lcl|NC_000913.3_prot_NP_417820.1_3288	lcl|NC_017632.1_prot_WP_001280656.1_3313	200	200	100	100	200	96.500	403
lcl|NC_000913.3_prot_NP_417821.1_3289	lcl|NC_017632.1_prot_WP_000736858.1_3314	55	55	100	100	55	96.364	106
lcl|NC_000913.3_prot_NP_417823.1_3291	lcl|NC_017632.1_prot_WP_000185247.1_3316	393	393	100	100	393	100.000	789
lcl|NC_000913.3_prot_NP_417824.1_3292	lcl|NC_017632.1_prot_WP_000049213.1_3317	847	847	100	100	847	99.882	1751
lcl|NC_000913.3_prot_NP_417825.1_3293	lcl|NC_017632.1_prot_WP_000084762.1_3318	108	108	100	100	108	99.074	223
lcl|NC_000913.3_prot_YP_026212.2_3294	lcl|NC_017632.1_prot_WP_000493588.1_3319	268	268	100	100	268	99.254	531
lcl|NC_000913.3_prot_NP_417827.1_3295	lcl|NC_017632.1_prot_WP_000349869.1_3320	457	457	100	100	457	99.344	930
lcl|NC_000913.3_prot_NP_417828.1_3296	lcl|NC_017632.1_prot_WP_001031834.1_3321	55	55	100	100	55	100.000	115
lcl|NC_000913.3_prot_NP_417835.1_3302	lcl|NC_017632.1_prot_WP_000847184.1_3322	361	361	100	100	361	95.845	664
lcl|NC_000913.3_prot_NP_417836.1_3303	lcl|NC_017632.1_prot_WP_000366841.1_3323	434	434	100	100	434	98.848	849
lcl|NC_000913.3_prot_NP_417837.2_3304	lcl|NC_017632.1_prot_WP_000719728.1_3324	117	117	100	100	117	100.000	236
lcl|NC_000913.3_prot_NP_417838.1_3305	lcl|NC_017632.1_prot_WP_000006993.1_3325	292	292	100	100	292	98.288	601
lcl|NC_000913.3_prot_NP_417839.1_3306	lcl|NC_017632.1_prot_WP_000090651.1_3326	408	408	100	100	408	98.039	824
lcl|NC_000913.3_prot_NP_417840.1_3307	lcl|NC_017632.1_prot_WP_000497363.1_3327	387	387	100	100	387	93.798	755
lcl|NC_000913.3_prot_NP_417841.2_3308	lcl|NC_017632.1_prot_WP_001296472.1_3328	120	120	100	100	120	98.333	242
lcl|NC_000913.3_prot_YP_026214.1_3309	lcl|NC_017632.1_prot_WP_001254826.1_3329	301	301	100	100	301	98.671	613
lcl|NC_000913.3_prot_NP_417843.1_3310	lcl|NC_017632.1_prot_WP_000165543.1_3330	334	334	100	100	334	99.701	697
lcl|NC_000913.3_prot_NP_417844.1_3311	lcl|NC_017632.1_prot_WP_001031712.1_3331	252	252	100	100	252	98.810	508
lcl|NC_000913.3_prot_NP_417845.1_3312	lcl|NC_017632.1_prot_WP_000816280.1_3332	225	225	100	100	225	100.000	458
lcl|NC_000913.3_prot_NP_417846.1_3313	lcl|NC_017632.1_prot_WP_000742141.1_3333	278	278	100	100	278	99.640	579
lcl|NC_000913.3_prot_NP_417847.1_3314	lcl|NC_017632.1_prot_WP_000343174.1_3334	428	428	100	100	428	99.065	848
lcl|NC_000913.3_prot_NP_417848.1_3315	lcl|NC_017632.1_prot_WP_000439850.1_3335	362	362	100	100	362	99.724	735
lcl|NC_000913.3_prot_YP_026215.2_3316	lcl|NC_017632.1_prot_WP_000818618.1_3336	173	173	100	100	173	100.000	352
lcl|NC_000913.3_prot_NP_417850.1_3317	lcl|NC_017632.1_prot_WP_000816011.1_3337	412	412	100	100	412	97.816	809
lcl|NC_000913.3_prot_NP_417851.4_3318	lcl|NC_017632.1_prot_WP_001264138.1_3338	134	134	100	100	134	97.761	266
lcl|NC_000913.3_prot_NP_417852.1_3319	lcl|NC_017632.1_prot_WP_001055745.1_3339	146	146	100	100	146	92.466	271
lcl|NC_000913.3_prot_NP_417853.1_3320	lcl|NC_017632.1_prot_WP_001069334.1_3340	179	179	100	100	179	96.648	341
lcl|NC_000913.3_prot_NP_417854.4_3321	lcl|NC_017632.1_prot_WP_001350443.1_3341	259	259	100	100	259	95.753	507
lcl|NC_000913.3_prot_NP_417855.4_3322	lcl|NC_017632.1_prot_WP_001296475.1_3342	850	850	100	100	850	99.412	1745
lcl|NC_000913.3_prot_NP_417856.1_3323	lcl|NC_017632.1_prot_WP_000045736.1_3343	186	186	100	100	186	98.925	375
lcl|NC_000913.3_prot_NP_417857.1_3324	lcl|NC_017632.1_prot_WP_000104575.1_3344	711	711	100	100	711	99.297	1455
lcl|NC_000913.3_prot_NP_417858.4_3325	lcl|NC_017632.1_prot_WP_001295168.1_3345	222	222	100	100	222	100.000	464
lcl|NC_000913.3_prot_NP_417859.1_3326	lcl|NC_017632.1_prot_WP_000660483.1_3346	133	133	100	100	133	100.000	270
lcl|NC_000913.3_prot_NP_417860.2_3327	lcl|NC_017632.1_prot_WP_001135574.1_3347	292	292	100	100	292	100.000	605
lcl|NC_000913.3_prot_NP_417861.1_3328	lcl|NC_017632.1_prot_WP_000370888.1_3348	574	574	100	100	574	95.819	1001
lcl|NC_000913.3_prot_NP_417862.1_3329	lcl|NC_017632.1_prot_WP_001309803.1_3349	540	540	100	100	540	99.630	1118
lcl|NC_000913.3_prot_NP_417863.1_3330	lcl|NC_017632.1_prot_WP_001253708.1_3350	450	450	100	100	450	99.556	917
lcl|NC_000913.3_prot_NP_417864.1_3331	lcl|NC_017632.1_prot_WP_001157751.1_3351	239	239	100	100	239	100.000	484
lcl|NC_000913.3_prot_YP_026216.2_3332	lcl|NC_017632.1_prot_WP_000856744.1_3352	158	158	100	100	158	99.367	324
lcl|NC_000913.3_prot_NP_417866.4_3333	lcl|NC_017632.1_prot_WP_000980739.1_3353	773	773	100	100	773	99.224	1580
lcl|NC_000913.3_prot_NP_417867.1_3334	lcl|NC_017632.1_prot_WP_001200455.1_3354	75	75	100	100	75	100.000	155
lcl|NC_000913.3_prot_NP_417868.1_3335	lcl|NC_017632.1_prot_WP_000737043.1_3355	773	773	100	100	773	99.612	1583
lcl|NC_000913.3_prot_NP_417869.1_3336	lcl|NC_017632.1_prot_WP_000157585.1_3356	78	78	100	100	78	97.436	155
lcl|NC_000913.3_prot_NP_417870.1_3337	lcl|NC_017632.1_prot_WP_000039083.1_3357	292	297	99	98	292	91.781	556
lcl|NC_000913.3_prot_NP_417871.1_3338	lcl|NC_017632.1_prot_WP_001060078.1_3358	256	256	100	100	256	98.438	514
lcl|NC_000913.3_prot_NP_417872.2_3339	lcl|NC_017632.1_prot_WP_001308099.1_3359	227	227	100	100	227	98.238	449
lcl|NC_000913.3_prot_NP_417873.1_3340	lcl|NC_017632.1_prot_WP_000619389.1_3360	191	191	100	100	191	100.000	397
lcl|NC_000913.3_prot_YP_026217.1_3341	lcl|NC_017632.1_prot_WP_001131758.1_3361	438	438	100	100	438	100.000	857
lcl|NC_000913.3_prot_NP_417875.1_3342	lcl|NC_017632.1_prot_WP_000444330.1_3362	694	694	100	100	694	99.135	1434
lcl|NC_000913.3_prot_YP_026218.1_3343	lcl|NC_017632.1_prot_WP_000081889.1_3363	797	797	100	100	797	99.373	1644
lcl|NC_000913.3_prot_NP_417877.1_3344	lcl|NC_017632.1_prot_WP_000906972.1_3364	901	901	100	100	901	99.556	1832
lcl|NC_000913.3_prot_YP_026219.1_3345	lcl|NC_017632.1_prot_WP_001350819.1_3365	338	338	100	100	338	97.337	661
lcl|NC_000913.3_prot_NP_417879.1_3346	lcl|NC_017632.1_prot_WP_001105471.1_3366	408	408	100	100	408	99.265	853
lcl|NC_000913.3_prot_NP_417880.1_3347	lcl|NC_017632.1_prot_WP_001232912.1_3367	532	532	100	100	532	97.180	1065
lcl|NC_000913.3_prot_YP_026220.1_3348	lcl|NC_017632.1_prot_WP_000928723.1_3369	276	276	100	100	276	100.000	561
lcl|NC_000913.3_prot_NP_417883.1_3349	lcl|NC_017632.1_prot_WP_000371926.1_3370	108	108	100	100	108	99.074	226
lcl|NC_000913.3_prot_NP_417884.1_3350	lcl|NC_017632.1_prot_WP_000448161.1_3371	501	501	100	100	501	98.403	1023
lcl|NC_000913.3_prot_NP_417886.1_3352	lcl|NC_017632.1_prot_WP_000993444.1_3383	815	815	100	100	815	99.755	1692
lcl|NC_000913.3_prot_NP_417887.1_3353	lcl|NC_017632.1_prot_WP_001197640.1_3384	477	477	100	100	477	99.790	973
lcl|NC_000913.3_prot_NP_417888.1_3354	lcl|NC_017632.1_prot_WP_000253971.1_3385	431	431	100	100	431	99.768	895
lcl|NC_000913.3_prot_NP_417889.1_3355	lcl|NC_017632.1_prot_WP_000192572.1_3386	657	657	100	100	657	98.782	1345
lcl|NC_000913.3_prot_NP_417890.1_3356	lcl|NC_017632.1_prot_WP_001283731.1_3387	728	728	100	100	728	99.313	1498
lcl|NC_000913.3_prot_NP_417891.1_3359	lcl|NC_017632.1_prot_WP_000799949.1_3388	367	367	100	100	367	99.728	752
lcl|NC_000913.3_prot_NP_417892.1_3360	lcl|NC_017632.1_prot_WP_001002551.1_3389	197	197	100	100	197	99.492	378
lcl|NC_000913.3_prot_YP_026221.1_3361	lcl|NC_017632.1_prot_WP_000210122.1_3390	446	446	100	100	446	99.776	872
lcl|NC_000913.3_prot_NP_417894.2_3362	lcl|NC_017632.1_prot_WP_000108320.1_3391	175	175	100	100	175	99.429	361
lcl|NC_000913.3_prot_YP_026222.1_3363	lcl|NC_017632.1_prot_WP_000730251.1_3392	331	331	100	100	331	99.698	677
lcl|NC_000913.3_prot_NP_417896.1_3364	lcl|NC_017632.1_prot_WP_000639816.1_3393	231	231	100	100	231	99.134	480
lcl|NC_000913.3_prot_NP_417897.1_3365	lcl|NC_017632.1_prot_WP_000236277.1_3394	345	345	100	100	345	98.261	707
lcl|NC_000913.3_prot_NP_417898.1_3366	lcl|NC_017632.1_prot_WP_001314206.1_3395	162	162	100	100	162	93.827	317
lcl|NC_000913.3_prot_NP_417899.1_3367	lcl|NC_017632.1_prot_WP_000065931.1_3396	392	266	68	97	258	94.361	503
lcl|NC_000913.3_prot_3368	lcl|NC_017632.1_prot_WP_000988509.1_3398	164	164	100	100	164	96.341	312
lcl|NC_000913.3_prot_YP_009518820.1_3371	lcl|NC_017632.1_prot_3399	51	51	100	100	51	86.275	91.3
lcl|NC_000913.3_prot_NP_417903.1_3372	lcl|NC_017632.1_prot_WP_000634165.1_3400	94	94	100	100	94	95.745	190
lcl|NC_000913.3_prot_NP_417904.1_3373	lcl|NC_017632.1_prot_WP_000595129.1_3401	580	577	100	100	580	97.931	1163
lcl|NC_000913.3_prot_NP_417905.1_3374	lcl|NC_017632.1_prot_WP_000826133.1_3402	146	146	100	100	146	99.315	278
lcl|NC_000913.3_prot_NP_417906.1_3375	lcl|NC_017632.1_prot_WP_000073603.1_3403	247	247	100	100	247	97.976	499
lcl|NC_000913.3_prot_NP_417907.2_3376	lcl|NC_017632.1_prot_WP_000907827.1_3404	356	356	100	100	356	97.472	709
lcl|NC_000913.3_prot_NP_417908.1_3377	lcl|NC_017632.1_prot_WP_000572183.1_3405	281	281	100	100	281	98.932	556
lcl|NC_000913.3_prot_NP_417909.1_3378	lcl|NC_017632.1_prot_WP_000099282.1_3406	295	295	100	100	295	99.661	583
lcl|NC_000913.3_prot_NP_417910.1_3379	lcl|NC_017632.1_prot_WP_000803580.1_3407	438	438	100	100	438	99.315	904
lcl|NC_000913.3_prot_NP_417911.4_3380	lcl|NC_017632.1_prot_WP_000416895.1_3408	237	237	100	100	237	99.578	485
lcl|NC_000913.3_prot_NP_417912.1_3381	lcl|NC_017632.1_prot_WP_000082101.1_3409	255	255	100	100	255	100.000	522
lcl|NC_000913.3_prot_NP_417913.1_3382	lcl|NC_017632.1_prot_WP_000803800.1_3410	425	425	100	100	425	99.529	837
lcl|NC_000913.3_prot_NP_417914.1_3383	lcl|NC_017632.1_prot_WP_001295101.1_3411	308	308	100	100	308	99.351	606
lcl|NC_000913.3_prot_NP_417915.1_3384	lcl|NC_017632.1_prot_WP_001332166.1_3412	369	369	100	100	369	98.916	748
lcl|NC_000913.3_prot_NP_417916.1_3385	lcl|NC_017632.1_prot_WP_000778796.1_3413	127	127	99	99	126	98.413	256
lcl|NC_000913.3_prot_YP_026223.1_3386	lcl|NC_017632.1_prot_WP_001021996.1_3414	367	367	100	100	367	100.000	748
lcl|NC_000913.3_prot_NP_417918.1_3387	lcl|NC_017632.1_prot_WP_000130217.1_3421	284	284	100	100	284	100.000	582
lcl|NC_000913.3_prot_NP_417919.1_3388	lcl|NC_017632.1_prot_WP_001042003.1_3422	352	352	100	100	352	100.000	718
lcl|NC_000913.3_prot_NP_417920.1_3389	lcl|NC_017632.1_prot_WP_000617723.1_3423	222	222	100	100	222	100.000	452
